dataset,track_id,segment_id,split,start_s,end_s,duration_s,x_audio_path,y_audio_path,has_situation,situation_path,situation_shape,situation_is_finite,situation_min,situation_max,situation_mean,situation_std,has_intent_targets,intent_targets_path,intent_targets_shape,intent_targets_is_finite,intent_targets_min,intent_targets_max,intent_targets_mean,intent_targets_std,has_intent_pred,intent_pred_path,intent_pred_shape,intent_pred_is_finite,intent_pred_min,intent_pred_max,intent_pred_mean,intent_pred_std,has_renderer_target,renderer_target_path,renderer_target_shape,renderer_target_is_finite,renderer_target_min,renderer_target_max,renderer_target_mean,renderer_target_std,has_renderer_tokens,renderer_tokens_path,renderer_tokens_shape,renderer_tokens_is_finite,renderer_tokens_min,renderer_tokens_max,renderer_tokens_mean,renderer_tokens_std,token_min_id,token_max_id,y_hat_path,has_y_hat,expected_intent_frames,actual_intent_frames,renderer_target_all_zero,alignment_ok,notes
slakh,Track00015,Track00015_5953500,UNKNOWN,135.0,141.0,6.0,segments/slakh/Track00015/Track00015_5953500/x.wav,segments/slakh/Track00015/Track00015_5953500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00020,Track00020_9128700,UNKNOWN,207.0,213.0,6.0,segments/slakh/Track00020/Track00020_9128700/x.wav,segments/slakh/Track00020/Track00020_9128700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00013,Track00013_7805700,UNKNOWN,177.0,183.0,6.0,segments/slakh/Track00013/Track00013_7805700/x.wav,segments/slakh/Track00013/Track00013_7805700/y.wav,1,segments/slakh/Track00013/Track00013_7805700/situation.npy,"(32,)",True,-0.9727586507797241,1.1267544031143188,0.34343165159225464,0.415185809135437,1,segments/slakh/Track00013/Track00013_7805700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.1428571492433548,0.3499270975589752,0,,,,,,,,1,segments/slakh/Track00013/Track00013_7805700/renderer_target.npy,"(599, 882)",True,0.0,0.0,0.0,0.0,0,,,,,,,,,,,0,60,60,1,1,All-zero renderer target
slakh,Track00007,Track00007_3572100,UNKNOWN,81.0,87.0,6.0,segments/slakh/Track00007/Track00007_3572100/x.wav,segments/slakh/Track00007/Track00007_3572100/y.wav,1,segments/slakh/Track00007/Track00007_3572100/situation.npy,"(32,)",True,-0.7998392581939697,1.9493293762207031,0.3414851129055023,0.5388060212135315,1,segments/slakh/Track00007/Track00007_3572100/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.30838802456855774,0.2465859204530716,0,,,,,,,,1,segments/slakh/Track00007/Track00007_3572100/renderer_target.npy,"(599, 882)",True,-0.5440455675125122,0.3702545166015625,-0.00012297526700422168,0.07147377729415894,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00010,Track00010_0,UNKNOWN,0.0,6.0,6.0,segments/slakh/Track00010/Track00010_0/x.wav,segments/slakh/Track00010/Track00010_0/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00009,Track00009_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00009/Track00009_3836700/x.wav,segments/slakh/Track00009/Track00009_3836700/y.wav,1,segments/slakh/Track00009/Track00009_3836700/situation.npy,"(32,)",True,-0.8451901078224182,1.2724413871765137,0.29287803173065186,0.42608165740966797,1,segments/slakh/Track00009/Track00009_3836700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.32241684198379517,0.2490982860326767,0,,,,,,,,1,segments/slakh/Track00009/Track00009_3836700/renderer_target.npy,"(599, 882)",True,-0.22232620418071747,0.2284976840019226,-0.00010116596968146041,0.05845502391457558,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00009,Track00009_3969000,UNKNOWN,90.0,96.0,6.0,segments/slakh/Track00009/Track00009_3969000/x.wav,segments/slakh/Track00009/Track00009_3969000/y.wav,1,segments/slakh/Track00009/Track00009_3969000/situation.npy,"(32,)",True,-0.915773332118988,1.0618109703063965,0.2559190094470978,0.4032183587551117,1,segments/slakh/Track00009/Track00009_3969000/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.25333020091056824,0.2728777825832367,0,,,,,,,,1,segments/slakh/Track00009/Track00009_3969000/renderer_target.npy,"(599, 882)",True,-0.17082665860652924,0.18589593470096588,-9.999413305195048e-05,0.05075879395008087,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00018,Track00018_8599500,UNKNOWN,195.0,201.0,6.0,segments/slakh/Track00018/Track00018_8599500/x.wav,segments/slakh/Track00018/Track00018_8599500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00005,Track00005_3175200,UNKNOWN,72.0,78.0,6.0,segments/slakh/Track00005/Track00005_3175200/x.wav,segments/slakh/Track00005/Track00005_3175200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00014,Track00014_11113200,UNKNOWN,252.0,258.0,6.0,segments/slakh/Track00014/Track00014_11113200/x.wav,segments/slakh/Track00014/Track00014_11113200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00005,Track00005_529200,UNKNOWN,12.0,18.0,6.0,segments/slakh/Track00005/Track00005_529200/x.wav,segments/slakh/Track00005/Track00005_529200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00007,Track00007_0,UNKNOWN,0.0,6.0,6.0,segments/slakh/Track00007/Track00007_0/x.wav,segments/slakh/Track00007/Track00007_0/y.wav,1,segments/slakh/Track00007/Track00007_0/situation.npy,"(32,)",True,-0.7998392581939697,1.5560792684555054,0.28806397318840027,0.44025981426239014,1,segments/slakh/Track00007/Track00007_0/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.20871785283088684,0.3206877112388611,0,,,,,,,,1,segments/slakh/Track00007/Track00007_0/renderer_target.npy,"(599, 882)",True,-0.46502792835235596,0.3987586498260498,-2.4325547201442532e-05,0.04920833557844162,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00020,Track00020_5292000,UNKNOWN,120.0,126.0,6.0,segments/slakh/Track00020/Track00020_5292000/x.wav,segments/slakh/Track00020/Track00020_5292000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00004,Track00004_9525600,UNKNOWN,216.0,222.0,6.0,segments/slakh/Track00004/Track00004_9525600/x.wav,segments/slakh/Track00004/Track00004_9525600/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00015,Track00015_7673400,UNKNOWN,174.0,180.0,6.0,segments/slakh/Track00015/Track00015_7673400/x.wav,segments/slakh/Track00015/Track00015_7673400/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00013,Track00013_6218100,UNKNOWN,141.0,147.0,6.0,segments/slakh/Track00013/Track00013_6218100/x.wav,segments/slakh/Track00013/Track00013_6218100/y.wav,1,segments/slakh/Track00013/Track00013_6218100/situation.npy,"(32,)",True,-0.9727586507797241,1.091855764389038,0.3277238607406616,0.41022858023643494,1,segments/slakh/Track00013/Track00013_6218100/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.1428571492433548,0.3499270975589752,0,,,,,,,,1,segments/slakh/Track00013/Track00013_6218100/renderer_target.npy,"(599, 882)",True,0.0,0.0,0.0,0.0,0,,,,,,,,,,,0,60,60,1,1,All-zero renderer target
slakh,Track00020,Track00020_529200,UNKNOWN,12.0,18.0,6.0,segments/slakh/Track00020/Track00020_529200/x.wav,segments/slakh/Track00020/Track00020_529200/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00017,Track00017_5292000,UNKNOWN,120.0,126.0,6.0,segments/slakh/Track00017/Track00017_5292000/x.wav,segments/slakh/Track00017/Track00017_5292000/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00003,Track00003_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00003/Track00003_3836700/x.wav,segments/slakh/Track00003/Track00003_3836700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00017,Track00017_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00017/Track00017_3836700/x.wav,segments/slakh/Track00017/Track00017_3836700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00013,Track00013_7541100,UNKNOWN,171.0,177.0,6.0,segments/slakh/Track00013/Track00013_7541100/x.wav,segments/slakh/Track00013/Track00013_7541100/y.wav,1,segments/slakh/Track00013/Track00013_7541100/situation.npy,"(32,)",True,-0.9727586507797241,0.9851064085960388,0.3456621766090393,0.3913499116897583,1,segments/slakh/Track00013/Track00013_7541100/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.1428571492433548,0.3499270975589752,0,,,,,,,,1,segments/slakh/Track00013/Track00013_7541100/renderer_target.npy,"(599, 882)",True,0.0,0.0,0.0,0.0,0,,,,,,,,,,,0,60,60,1,1,All-zero renderer target
slakh,Track00005,Track00005_1455300,UNKNOWN,33.0,39.0,6.0,segments/slakh/Track00005/Track00005_1455300/x.wav,segments/slakh/Track00005/Track00005_1455300/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00012,Track00012_3836700,UNKNOWN,87.0,93.0,6.0,segments/slakh/Track00012/Track00012_3836700/x.wav,segments/slakh/Track00012/Track00012_3836700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00007,Track00007_9525600,UNKNOWN,216.0,222.0,6.0,segments/slakh/Track00007/Track00007_9525600/x.wav,segments/slakh/Track00007/Track00007_9525600/y.wav,1,segments/slakh/Track00007/Track00007_9525600/situation.npy,"(32,)",True,-0.7998392581939697,2.254420042037964,0.45792919397354126,0.5864880084991455,1,segments/slakh/Track00007/Track00007_9525600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.318681925535202,0.26824191212654114,0,,,,,,,,1,segments/slakh/Track00007/Track00007_9525600/renderer_target.npy,"(599, 882)",True,-0.4631711542606354,0.3777238726615906,-0.00015174903091974556,0.08437367528676987,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00017,Track00017_5688900,UNKNOWN,129.0,135.0,6.0,segments/slakh/Track00017/Track00017_5688900/x.wav,segments/slakh/Track00017/Track00017_5688900/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00017,Track00017_0,UNKNOWN,0.0,6.0,6.0,segments/slakh/Track00017/Track00017_0/x.wav,segments/slakh/Track00017/Track00017_0/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00009,Track00009_3042900,UNKNOWN,69.0,75.0,6.0,segments/slakh/Track00009/Track00009_3042900/x.wav,segments/slakh/Track00009/Track00009_3042900/y.wav,1,segments/slakh/Track00009/Track00009_3042900/situation.npy,"(32,)",True,-0.9605181217193604,1.5545035600662231,0.28642404079437256,0.4713468849658966,1,segments/slakh/Track00009/Track00009_3042900/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3252744674682617,0.27136966586112976,0,,,,,,,,1,segments/slakh/Track00009/Track00009_3042900/renderer_target.npy,"(599, 882)",True,-0.45409056544303894,0.4382801651954651,-0.0002275766310049221,0.09320681542158127,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00005,Track00005_396900,UNKNOWN,9.0,15.0,6.0,segments/slakh/Track00005/Track00005_396900/x.wav,segments/slakh/Track00005/Track00005_396900/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00009,Track00009_4233600,UNKNOWN,96.0,102.0,6.0,segments/slakh/Track00009/Track00009_4233600/x.wav,segments/slakh/Track00009/Track00009_4233600/y.wav,1,segments/slakh/Track00009/Track00009_4233600/situation.npy,"(32,)",True,-0.9605181217193604,1.0264825820922852,0.23469975590705872,0.39012113213539124,1,segments/slakh/Track00009/Track00009_4233600/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.286761611700058,0.27181339263916016,0,,,,,,,,1,segments/slakh/Track00009/Track00009_4233600/renderer_target.npy,"(599, 882)",True,-0.200397789478302,0.1834607571363449,-4.3854426621692255e-05,0.04916057735681534,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00019,Track00019_7408800,UNKNOWN,168.0,174.0,6.0,segments/slakh/Track00019/Track00019_7408800/x.wav,segments/slakh/Track00019/Track00019_7408800/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00013,Track00013_661500,UNKNOWN,15.0,21.0,6.0,segments/slakh/Track00013/Track00013_661500/x.wav,segments/slakh/Track00013/Track00013_661500/y.wav,1,segments/slakh/Track00013/Track00013_661500/situation.npy,"(32,)",True,0.0,1.3846620321273804,0.46448618173599243,0.38878071308135986,1,segments/slakh/Track00013/Track00013_661500/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.23885607719421387,0.25296589732170105,0,,,,,,,,1,segments/slakh/Track00013/Track00013_661500/renderer_target.npy,"(599, 882)",True,-0.2512921690940857,0.23903237283229828,-0.00013520880020223558,0.046987202018499374,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00020,Track00020_7805700,UNKNOWN,177.0,183.0,6.0,segments/slakh/Track00020/Track00020_7805700/x.wav,segments/slakh/Track00020/Track00020_7805700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00017,Track00017_3704400,UNKNOWN,84.0,90.0,6.0,segments/slakh/Track00017/Track00017_3704400/x.wav,segments/slakh/Track00017/Track00017_3704400/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00002,Track00002_1984500,UNKNOWN,45.0,51.0,6.0,segments/slakh/Track00002/Track00002_1984500/x.wav,segments/slakh/Track00002/Track00002_1984500/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00001,Track00001_3439800,UNKNOWN,78.0,84.0,6.0,segments/slakh/Track00001/Track00001_3439800/x.wav,segments/slakh/Track00001/Track00001_3439800/y.wav,1,segments/slakh/Track00001/Track00001_3439800/situation.npy,"(32,)",True,0.0,0.996492862701416,0.3289373517036438,0.2895583212375641,1,segments/slakh/Track00001/Track00001_3439800/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.23252299427986145,0.282001256942749,0,,,,,,,,1,segments/slakh/Track00001/Track00001_3439800/renderer_target.npy,"(599, 882)",True,-0.18846456706523895,0.20981597900390625,-8.872478065313771e-05,0.041704483330249786,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00007,Track00007_926100,UNKNOWN,21.0,27.0,6.0,segments/slakh/Track00007/Track00007_926100/x.wav,segments/slakh/Track00007/Track00007_926100/y.wav,1,segments/slakh/Track00007/Track00007_926100/situation.npy,"(32,)",True,-0.7998392581939697,1.5159621238708496,0.3158867657184601,0.4444736838340759,1,segments/slakh/Track00007/Track00007_926100/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.27420878410339355,0.2862323522567749,0,,,,,,,,1,segments/slakh/Track00007/Track00007_926100/renderer_target.npy,"(599, 882)",True,-0.5207617282867432,0.34147655963897705,-0.0001327942736679688,0.05899161472916603,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00007,Track00007_7011900,UNKNOWN,159.0,165.0,6.0,segments/slakh/Track00007/Track00007_7011900/x.wav,segments/slakh/Track00007/Track00007_7011900/y.wav,1,segments/slakh/Track00007/Track00007_7011900/situation.npy,"(32,)",True,-0.7998392581939697,1.809494972229004,0.3269537389278412,0.5036927461624146,1,segments/slakh/Track00007/Track00007_7011900/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.28546276688575745,0.3087750971317291,0,,,,,,,,1,segments/slakh/Track00007/Track00007_7011900/renderer_target.npy,"(599, 882)",True,-0.3868853449821472,0.43613874912261963,-0.00011031513713533059,0.05823222175240517,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00002,Track00002_6482700,UNKNOWN,147.0,153.0,6.0,segments/slakh/Track00002/Track00002_6482700/x.wav,segments/slakh/Track00002/Track00002_6482700/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00007,Track00007_6482700,UNKNOWN,147.0,153.0,6.0,segments/slakh/Track00007/Track00007_6482700/x.wav,segments/slakh/Track00007/Track00007_6482700/y.wav,1,segments/slakh/Track00007/Track00007_6482700/situation.npy,"(32,)",True,-0.7998392581939697,1.5845202207565308,0.32897835969924927,0.46316877007484436,1,segments/slakh/Track00007/Track00007_6482700/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.3381059467792511,0.28223785758018494,0,,,,,,,,1,segments/slakh/Track00007/Track00007_6482700/renderer_target.npy,"(599, 882)",True,-0.4831743836402893,0.5941833257675171,-0.00010104899411089718,0.08718693256378174,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00018,Track00018_4233600,UNKNOWN,96.0,102.0,6.0,segments/slakh/Track00018/Track00018_4233600/x.wav,segments/slakh/Track00018/Track00018_4233600/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00004,Track00004_7011900,UNKNOWN,159.0,165.0,6.0,segments/slakh/Track00004/Track00004_7011900/x.wav,segments/slakh/Track00004/Track00004_7011900/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00004,Track00004_8334900,UNKNOWN,189.0,195.0,6.0,segments/slakh/Track00004/Track00004_8334900/x.wav,segments/slakh/Track00004/Track00004_8334900/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
slakh,Track00008,Track00008_1852200,UNKNOWN,42.0,48.0,6.0,segments/slakh/Track00008/Track00008_1852200/x.wav,segments/slakh/Track00008/Track00008_1852200/y.wav,1,segments/slakh/Track00008/Track00008_1852200/situation.npy,"(32,)",True,-0.7847993969917297,1.5043046474456787,0.393100380897522,0.4465062916278839,1,segments/slakh/Track00008/Track00008_1852200/intent_targets.npy,"(60, 7)",True,0.0,1.0,0.32752227783203125,0.24703475832939148,0,,,,,,,,1,segments/slakh/Track00008/Track00008_1852200/renderer_target.npy,"(599, 882)",True,-0.4100722372531891,0.34111329913139343,-0.0015164727810770273,0.0859421119093895,0,,,,,,,,,,,0,60,60,0,1,
slakh,Track00012,Track00012_4101300,UNKNOWN,93.0,99.0,6.0,segments/slakh/Track00012/Track00012_4101300/x.wav,segments/slakh/Track00012/Track00012_4101300/y.wav,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,0,60,0,0,1,Missing situation
